rosuvastatin	Sa	rhabdomyolysis
diazoxide	T	edema
gpx1	Ra	rag2
hspb1	B	pgr
bortezomib	E	cd8a
abca1	GG	abcc3
il15	Q	il13
eln	E	ctsg
tp53	Ra	nfkbia
cfl1	GG	erbb4
pneumonia	ML	lyn
nitric oxide	N	mycn
ccl5	P	inflammation
prkcb	GG	rps6ka5
crbn	GG	suv39h1
kidney neoplasms	ML	ets1
valsartan	CC	indomethacin
thalidomide	T	lymphoma
apoe	P	lipid metabolism inborn errors
grip1	GG	raf1
enalapril	N	app
respiratory tract neoplasms	ML	fosl1
slc26a4	U	sensation disorders
iron overload	ML	il6
tacrolimus	T	osteonecrosis
rps17	GG	vdac1
ugt1a5	GG	tpmt
egfr	P	hypotrichosis
cerebral small vessel diseases	ML	plaur
pou5f1	GG	vrk1
cyp19a1	Q	cyp19a1
hydroxychloroquine	Sa	exanthema
gastrointestinal neoplasms	ML	sumo1
oxymetazoline	I	adra2b
tert	Ra	sp1
il2	GG	map3k1
medroxyprogesterone acetate	T	urologic neoplasms
egfr	Rg	csf1r
relb	Rg	rac1
gstm1	Q	ercc4
ifng	Q	tlr4
mdm2	Iw	growth disorders
ercc1	P	gastrointestinal neoplasms
prkg2	GG	ddr1
carcinoma bronchogenic	ML	xdh
pafah1b1	Ra	icam1
nos3	Ra	pparg
pdgfrb	P	neoplasm metastasis
il2	Rg	bdnf
phgdh	GG	suclg1
vitamin c	J	uterine diseases
vitamin a	T	carcinoma
zolpidem	Pr	pain
amd1	GG	mat2a
map3k1	Rg	nfkb1
ciita	GG	mapk1
bad	B	esr2
gars	Ra	mpz
azathioprine	Sa	lymphoma
bmp2k	GG	actb
ar	P	infertility male
neoplasms neuroepithelial	ML	aurka
stk11	Rg	melk
bmp7	E	ucp1
pgr	Ra	aldh1a1
stat5a	Rg	erbb4
gjb3	P	hearing loss
ptpn1	B	eif2ak3
hydroxyurea	E	il13
mrps16	GG	iars2
aldh3a1	GG	ugt2b17
bmp4	P	cardiovascular diseases
lymphoma	ML	cd44
neoplasms ductal lobular and medullary	ML	zeb1
xrcc5	Rg	nek1
kras	U	adenoma
grin2d	Te	fibromyalgia
pparg	Rg	ace
crebbp	B	chuk
etv6	Rg	il18
isoflurane	E	akt1
csnk1e	GG	socs3
cd27	Q	pim1
disc1	GG	gsk3b
ctla4	Q	trh
tgfb1	Q	pomc
topiramate	CC	rotigotine
pdgfra	Ra	col1a1
sp1	Rg	hmga1
insr	GG	raf1
serpinf1	Rg	mitf
egr2	P	arthritis rheumatoid
igf1	D	diabetes mellitus
gnrhr	B	fgf8
atm	Rg	csf2
erbb2	Q	cnr2
mdm2	Q	cd34
colchicine	T	ulcer
atp6v1a	GG	atp6v1c1
thra	GG	nr1i2
sp1	GG	ncoa1
tnf	Rg	ifng
ube2i	Q	elspbp1
nos3	GG	pde2a
lorazepam	CC	carisoprodol
cyp1a1	U	endometriosis
cd6	Q	cd8a
cpa1	GG	slc7a7
rgs4	Ra	cacna1c
hla b	I	purine pyrimidine metabolism inborn errors
carcinoma bronchogenic	ML	meg3
il7	E	il23a
liver neoplasms	ML	ccl3
aldh3b2	GG	gapdhs
ticlopidine	CC	rivaroxaban
irak1	B	stat1
midazolam	CC	paroxetine
diphenhydramine	N	hnmt
neoplasms	ML	pdgfb
enalapril	T	cardiomyopathy hypertrophic
docetaxel	Sa	psoriasis
serpinb5	GG	serpinb6
neoplasm metastasis	ML	enpp1
ogg1	U	respiratory tract neoplasms
aqp5	O	atazanavir
ifng	Te	demyelinating autoimmune diseases cns
quetiapine	CC	hexobarbital
streptomycin	CC	bacampicillin
neoplasms	ML	sts
stat1	GG	mapkapk3
laurin sandrow syndrome	ML	ctgf
flcn	GG	map3k5
nfe2l2	Rg	nqo1
ncf2	GG	tyrobp
prkg1	GG	raf1
colitis	ML	cnr1
ppara	Q	srebf1
cr1	B	cd59
cyp11b1	GG	ugt2b15
sox2	B	ccna2
cd19	Q	dpp4
fut4	Q	prom1
lars2	B	hars2
enflurane	E	chat
itk	GG	txk
pentobarbital	Sa	cerebrovascular disorders
arsa	Rg	nsf
carcinoma	ML	ddit4
dpyd	Ra	umps
col11a1	Ra	fbn1
magnesium sulfate	CC	deferiprone
ercc6	Q	xrcc1
pilocarpine	Sa	lysinuric protein intolerance
atf2	GG	wnt1
rac2	I	idarubicin
fh	P	genetic diseases inborn
fabry disease	ML	ar
mapk14	GG	stat4
ctsb	Ra	il22
rnase3	Iw	cad
aicda	Ra	tp53
fh	U	constriction pathologic
respiratory tract neoplasms	ML	tcf4
gli2	Rg	foxc1
src	B	itpr1
kcnj4	GG	kcnk1
gypa	Q	gypb
corin	GG	npr2
nampt	E	il17a
buprenorphine	CC	rufinamide
ovarian cysts	ML	hla a
ikzf1	E	fgfr4
ddah1	P	neurotoxicity syndromes
sulfamethazine	J	lupus erythematosus systemic
stat1	Rg	eif2ak2
celecoxib	E	pten
ace	Rg	lep
pax3	GG	pax4
lep	Rg	fgf21
hnf1b	E	gclc
overweight	Mp	ketotifen
pkn2	B	eif4e
nat2	Ra	cyp2d6
impdh1	Ra	prpf31
ppara	GG	rara
doxorubicin	CC	mercaptopurine
mapk12	Rg	rhoa
cenpj	Te	diabetes mellitus
dnmt3a	Q	cd34
dok5	I	daunorubicin
cul3	E	hmox1
tp53	Rg	s100a2
faslg	Ra	fas
slco1b3	Ra	abcb1
birc5	Ra	fgfr1
lomefloxacin	E	tf
vorinostat	T	lymphoma
lyz	Te	leukemia
pethidine	CC	chlormezanone
probenecid	N	tas2r16
sarcoma	ML	lyn
mdm4	E	vrk1
slc22a5	Ra	slc29a1
fn1	GG	bmp2k
cdc7	Q	cdc7
ketorolac	CC	streptomycin
gnly	GG	gzmb
oxymetazoline	CC	mepivacaine
serpinf2	P	inflammation
phenindione	N	nqo1
amino acid metabolism inborn errors	ML	epo
kng1	Q	app
arteriosclerosis	ML	serpinf1
fbn1	Ra	pax2
jun	Rg	fosb
caffeine	Pr	epstein barr virus infections
igf1	I	growth disorders
huwe1	GG	nme2
eln	GG	klk7
dronedarone	CC	pazopanib
isoniazid	T	psoriasis
sf3b1	GG	snrpe
cimetidine	T	peptic ulcer
sox9	B	sry
cisplatin	Sa	renal insufficiency
sulpiride	CC	nortriptyline
rapgef5	Rg	rapgef5
mlh1	Ra	cdh1
epinephrine	E	ca2
stat4	U	diabetes mellitus
mmp2	Rg	parp1
risedronate	T	cystic fibrosis
mst1r	P	colitis
finasteride	T	schizophrenia
sertraline	T	epilepsy
crp	P	hypothyroidism
serpinc1	E	serpina1
tff1	Q	pgr
nr3c2	GG	rxra
liver neoplasms	ML	chka
hmbs	E	fech
dnmt3l	Rg	hla drb1
nfkb1	Rg	crp
fhit	Ra	ccnd2
ethanol	Pr	body weight changes
gstm1	Ra	abcb1
plk1	Rg	triobp
vkorc1	U	coronary disease
betamethasone	CC	saxagliptin
betaxolol	T	dyskinesias
sp1	E	dnmt1
rosiglitazone	T	ovarian cysts
mme	E	grn
tf	B	igf2r
cd7	Q	dntt
slc29a3	Ra	slc29a1
arid1a	U	kidney diseases
ngfr	Q	egfr
nabilone	CC	fluphenazine
gastrointestinal neoplasms	ML	dusp9
plch2	I	prkch
cnr1	P	myelodysplastic syndromes
echothiophate	B	bche
prkdc	U	spinocerebellar degenerations
neoplasms connective tissue	ML	il1b
porcn	Ra	cyp3a7
erythromycin	CC	paroxetine
mat2a	GG	tuba3c
mvd	GG	capn1
akap10	Rg	gata1
il18	GG	itgb1
plaur	Rg	ccl2
amlodipine	T	cerebrovascular disorders
chuk	Te	intestinal neoplasms
ddit3	Te	carcinoma
lep	U	genital neoplasms male
neoplasm metastasis	ML	kl
epinephrine	T	pain
pparg	Q	rxra
vorinostat	T	leukemia myeloid
tamoxifen	Sa	growth disorders
ugt1a9	GG	slc35a2
syp	Rg	pik3ca
s adenosylmethionine	E	comt
chlorothiazide	CC	repaglinide
prdm16	Rg	sirt1
fah	E	fah
naloxone	T	seizures
gastrointestinal neoplasms	ML	jag1
ptger2	I	iloprost
gata4	Rg	scn5a
vdr	U	autism spectrum disorder
brca2	Rg	sp1
desipramine	Iw	tnf
il1b	Rg	mpo
vcam1	E	tf
metformin	CC	zonisamide
leukemia	ML	gstp1
acetaminophen	T	orthomyxoviridae infections
bdnf	E	tp53
neoplasms	ML	psmb5
sirt1	P	lupus erythematosus systemic
nortriptyline	T	dementia
ketoconazole	T	postoperative hemorrhage
tfpi	Te	diabetes mellitus
nitrazepam	I	gabrg3
cmklr1	Ra	cxcr6
nandrolone decanoate	I	maoa
nr1h3	GG	prkar2b
ibuprofen	Pr	cataract
fluvastatin	T	diabetes mellitus
taz	Ra	ppp1ca
capn10	GG	klk7
e2f3	Rg	cdh1
pde4b	GG	pde6b
chlorhexidine	I	hnmt
ccl3	Rg	il1a
ccnd2	Ra	myb
nf1	Ra	chek2
zmynd10	E	casp8
selp	Q	kit
ercc1	Q	cd34
xiap	U	hamartoma syndrome multiple
butorphanol	T	gastrointestinal neoplasms
werner syndrome	ML	efemp1
dcx	Q	kif1a
neuroectodermal tumors	ML	tp53
fabp1	U	non alcoholic fatty liver disease
ca6	GG	ca8
map2k1	Rg	atrx
fh	GG	skiv2l
lhcgr	U	diabetes mellitus
ifih1	GG	snrpn
klc1	GG	skp1
dexamethasone	E	ngf
fosinopril	T	hyperinsulinism
reln	Rg	dcx
sox3	GG	tcf7l2
il13	P	osteoarthritis
alprenolol	Sa	hypothermia
gypa	Rg	hla dqa1
ivd	GG	oxct1
wnt5a	B	ezh2
folic acid	T	deficiency diseases
lymphoma	ML	parp1
il18	B	crh
lamc3	GG	itgb4
mat2a	GG	ugdh
gars	Ra	dnm2
jun	E	mef2c
nras	Rg	nos3
afp	P	hepatitis
leukemia myeloid	ML	fanca
etfa	GG	ndufb6
slc22a5	B	slc47a1
mapk7	B	tgfb1
ccl2	E	cntn2
got2	GG	apcs
il10	Rg	il18
lyve1	Q	cd44
ticlopidine	CC	propafenone
bbs7	GG	cct3
gastrointestinal neoplasms	ML	bcl2
cat	Te	melanoma
mtrr	Ra	dnmt3a
haloperidol	Sa	epilepsy
intestinal neoplasms	ML	megf8
abcc1	Rg	ccl5
vwf	Q	ccl2
ptk2	Rg	igfbp3
pde10a	Rg	pde10a
hamartoma syndrome multiple	Mp	acarbose
vdr	Rg	phex
xdh	P	non alcoholic fatty liver disease
foxp3	Te	acute coronary syndrome
src	Rg	gsn
esr1	B	ep300
rbp4	P	non alcoholic fatty liver disease
digoxin	CC	tobramycin
genital neoplasms male	ML	pfkfb4
mapk8	Q	cflar
mlh3	GG	abcb11
lep	P	osteoporosis
agrn	GG	musk
oxycodone	CC	orphenadrine
glutathione	E	abcb1
pparg	Q	crp
gastrointestinal neoplasms	ML	prkaa2
mybpc1	GG	ttn
sorl1	E	gdnf
irak3	GG	tgfb2
chek2	GG	fanca
vinorelbine	T	alzheimer disease
betamethasone	E	slc2a1
liver neoplasms	ML	vdac1
fat1	GG	fat4
cox10	GG	mrps22
medroxyprogesterone acetate	T	adnexal diseases
mcm6	GG	cdc7
intestinal neoplasms	ML	sst
gstp1	K	doxazosin
mesoridazine	CC	lisdexamfetamine
rag2	P	leukemia
brimonidine	E	il2
pak1	P	drug toxicity
hmgb1	Te	breast neoplasms
runx2	E	fosl1
gabapentin	T	panic attacks
indomethacin	Sa	fibrosis
loxapine	Sa	body weight changes
pde3b	GG	pde4a
pantoprazole	N	cyp2c19
bcl2	P	autoimmune diseases
fancc	Ra	rad50
docetaxel	CC	dabrafenib
methotrexate	T	thalassemia
otorhinolaryngologic neoplasms	ML	tln1
dlat	GG	ogdh
cd27	Q	cxcl13
mefenamic acid	Sa	leukopenia
salicylic acid	Pr	depression
ciclesonide	I	cyp2d6
amoxapine	Pr	drug toxicity
nfe2l2	Ra	gja1
tp53	Q	tff1
ptgs2	Q	ctnnb1
regorafenib	T	kidney neoplasms
amsacrine	T	carcinoma
perphenazine	T	mental disease
scarb1	Ra	jph3
rrm1	E	tp53
arthritis rheumatoid	ML	cd7
akap10	GG	grk5
slc1a4	GG	btrc
neoplasms connective tissue	ML	bmp2
slc2a4	Ra	tbc1d4
il10	Q	il2
tlr5	Ra	il10
epha3	GG	trib2
efemp2	Rg	smad3
mgmt	Ra	msh6
hexachlorophene	I	sdhd
ins	P	psoriasis
serping1	K	indomethacin
ethanol	N	agrp
sox2	Ra	runx2
g6pd	P	myeloproliferative disorders
cflar	Q	casp9
pranlukast	I	rnase3
ndufa4	GG	tpi1
ins	Rg	sst
phenelzine	CC	perphenazine
csnk1e	GG	prkcb
ms4a1	Q	lck
s100a12	Iw	growth disorders
arg1	GG	p4ha2
scn11a	I	riluzole
bckdha	U	brain diseases metabolic inborn
ezh2	I	leukemia myeloid
amh	P	spondylitis ankylosing
mephentermine	CC	isometheptene
fcgr2b	Q	itgb2
msh2	Z	tamoxifen
breast neoplasms	ML	epha2
kcnq1	Ra	slc22a18
sod1	U	myotonic dystrophy
stat1	B	ogg1
valproic acid	CC	meropenem
gpx3	O	glutathione
acat2	GG	bche
myc	Rg	fosl2
gmppb	GG	cad
folr1	Ra	slc19a1
morphine	T	intestinal neoplasms
dsg1	I	keratoderma palmoplantar
abcb11	U	chemical and drug induced liver injury
cd34	E	c5ar1
hspa5	P	urologic neoplasms
amrinone	T	cerebrovascular disorders
gpx7	GG	gss
map2k1	I	mapk6
lcat	Q	lpl
inflammation	ML	mmp28
sildenafil	T	depression
kcnk3	E	cav3
atm	E	calca
anastrozole	J	uterine diseases
irf8	GG	cd37
lymphoma	ML	cdkn2a
neoplasms squamous cell	ML	ldlr
glimepiride	E	cav1
diethylstilbestrol	T	steroid metabolism inborn errors
lep	P	acidosis
cyp2c18	GG	cyp2e1
octreotide	T	ascites
nfkbil1	GG	lst1
hbegf	GG	ppp3ca
s100a12	Rg	ace
ethanol	E	lpl
gck	U	diabetes mellitus
sgcg	GG	sgce
mapk14	GG	rps6ka5
clozapine	CC	primidone
leukemia	ML	mica
rxra	Rg	lbp
minocycline	E	stat3
erbb2	B	krt8
abcc6	U	genetic diseases inborn
fencamfamine	CC	methamphetamine
phgdh	GG	epn1
mifepristone	CC	everolimus
trospium	Sa	pain
sorafenib	T	neoplasms neuroepithelial
cd28	Q	tlr4
gabapentin	T	renal insufficiency
vardenafil	T	liver neoplasms
ptprd	Rg	cd44
cyclosporine	T	cardiovascular diseases
hmga1	Rg	ets1
tp53	Ra	cd44
iloperidone	Sa	tachycardia
lgals9	E	cxcl10
col11a1	Te	gastrointestinal neoplasms
birc5	Q	plaur
pgf	Rg	icam1
raloxifene	Sa	infarction
torasemide	CC	hydrocodone
camp	P	diabetes mellitus
gja3	B	gja8
arl6ip1	GG	shmt2
pdgfra	Rg	s100a4
tgfb2	E	pdgfrb
tp63	E	cdkn1c
carvedilol	T	cardiomegaly
pentoxifylline	I	adora1
hpd	Rg	hpd
tbx5	E	bmp4
ctnnb1	GG	grik2
tranylcypromine	CC	doxepin
maoa	Ra	htr4
csnk2a1	GG	bmx
rxra	Rg	vdr
epx	B	il5
diaph1	GG	pou4f3
kidney diseases	ML	spry2
tff1	Q	tp53
prkacb	GG	prkca
cda	P	shock
anorexia nervosa	X	oxt
flt4	I	pik3cg
fmr1	E	grm5
lrpprc	GG	cox7c
progesterone	Iw	ttn
infarction	ML	mapk8
wnk1	GG	synj1
ethotoin	CC	orlistat
linezolid	CC	paroxetine
ret	Te	kidney diseases
itgb1	GG	nme1
slc2a4	Rg	socs3
pseudoephedrine	I	tnf
inppl1	GG	lrba
cd40lg	Te	demyelinating autoimmune diseases cns
tnfrsf17	Q	tnfrsf13b
vcan	Q	il1a
central nervous system neoplasms	ML	msh6
ptpn1	P	diabetes mellitus
rosiglitazone	E	smad2
dbt	Iw	alzheimer disease
alb	P	anorexia nervosa
tnc	Q	prom1
acarbose	CC	tranylcypromine
rac1	B	smn1
il6r	Rg	crp
pulmonary disease chronic obstructive	ML	pcyt1a
cd36	P	hyperbilirubinemia hereditary
tnfrsf1a	Rg	edn1
clcn1	GG	scnn1g
slc22a7	GG	slc22a5
epinephrine	CC	propylhexedrine
ibuprofen	T	virus diseases
cacna1c	Ra	crhr1
vegfa	P	neoplasms
cd24	Q	shh
stx16	GG	cyth3
bdnf	Rg	bax
pentoxifylline	T	atrophy
chek2	GG	wee1
macular degeneration	ML	tek
phgdh	GG	idi1
ccnb1	Rg	mcl1
pdia2	I	aarskog scott syndrome
extl2	GG	xylt2
atropine	T	agenesis of corpus callosum
atf3	Rg	tlr4
disopyramide	CC	propafenone
st14	P	neoplasms squamous cell
dofetilide	CC	amantadine
ctcf	Q	lyz
ctsd	P	genital neoplasms female
fas	Q	cd55
nr3c1	Ra	cyp2d6
zeb2	Rg	col1a1
tnfrsf1b	Q	tnfrsf8
adenoma	ML	ace
procyclidine	Pr	seizures
ctla4	Iw	ar
lcat	I	dyslipidemias
neoplasms	ML	slk
kcnj5	Ra	cacnb2
slco1b3	Rg	slco1a2
slc6a20	GG	slc22a8
ptprd	D	kidney diseases
bromopride	T	vomiting
carbachol	Pr	inflammation
teniposide	CC	vincristine
milrinone	T	cystic fibrosis
star	Rg	egf
neoplasms	ML	blm
nr5a1	P	overweight
hdac5	Ra	slc2a4
sulpiride	Sa	hypogonadism
minocycline	T	cerebrovascular disorders
ugt1a8	GG	ces2
abcc4	D	cardiovascular diseases
amiloride	N	p2ry1
cox5b	GG	dars2
nelfinavir	CC	dexamethasone
norepinephrine	J	cocaine related disorders
fabp5	GG	nell1
isoflurophate	CC	etravirine
nr1h3	I	cerebrovascular disorders
ilk	Q	spp1
neoplasms	ML	igfbp3
prkag2	GG	tars
plg	I	tranexamic acid
lipc	GG	pcsk5
pdk1	Rg	mdm2
carbachol	E	akt1
krt1	GG	krt85
ar	Q	cdk4
acetophenazine	CC	desipramine
hsp90aa1	E	tnf
il2	E	thbs1
cnr1	Rg	gabrg2
fluorescein	I	cyp1a1
erythromycin	T	fever
quinidine	T	hypokalemia
adora3	GG	htr1d
l1cam	Rg	mecp2
clu	GG	hba2
vardenafil	CC	telaprevir
ca6	E	dsc2
tnfrsf9	Te	intestinal neoplasms
cd34	Q	smn1
olr1	Ra	spta1
rorc	Rg	pparg
cyld	Q	cd4
med17	I	craniofacial abnormalities
fshr	U	amenorrhea
hcrtr1	GG	tacr1
rosuvastatin	T	intracranial hemorrhages
alpl	Ra	pon3
dpp4	Q	tnfrsf8
gria1	Ra	nrg1
limk1	GG	slc35a2
phenytoin	CC	atazanavir
mpl	B	jak2
magnesium sulfate	T	urination disorders
gastrointestinal neoplasms	ML	asxl1
melatonin	T	thyrotoxicosis
metoclopramide	Sa	hemorrhage
eln	Rg	fbln1
csf2	GG	il12rb1
prom1	P	ischemia
xrcc3	U	intestinal neoplasms
norepinephrine	E	crh
dbh	K	theophylline
camp	Iw	tnfsf11
mamld1	K	naproxen
rifabutin	CC	fluvastatin
ethanol	J	arteriosclerosis
leukemia myeloid	ML	egr1
penicillamine	T	liver diseases
grip1	Rg	apoe
genital neoplasms male	ML	pura
physostigmine	Sa	hypoglycemia
capecitabine	T	intestinal polyposis
crizotinib	Sa	hypersensitivity
etfdh	GG	uqcrb
mbp	B	ngfr
chka	GG	gpd2
isradipine	I	cyp3a4
hesperetin	T	neoplasms neuroepithelial
lgals3	E	tgfb1
b4galt7	GG	cspg4
alogliptin	N	cyp2d6
gfap	Q	bcl2
pgd	GG	tars
slc19a2	GG	slc19a3
nppa	P	ventricular dysfunction left
pancreatic neoplasms	ML	tp53
major affective disorder 7	ML	cacng2
capg	Rg	akt1
trifluoperazine	CC	maprotiline
itgb2	GG	tyrobp
dimethyl sulfoxide	J	retinal dystrophies
th	P	aarskog scott syndrome
hyal1	GG	ids
tcf3	GG	uqcrc2
famotidine	N	ca2
cd8a	Q	il16
lidocaine	Pr	inflammation
ifng	Q	mecp2
adipoq	P	uterine diseases
neurod1	U	diabetes mellitus
captopril	Pr	body weight changes
zoledronate	N	fdps
fbln5	U	neoplasms
gabapentin	J	respiratory insufficiency
topotecan	T	melanoma
stat1	P	hepatitis
braf	U	urologic neoplasms
il10	Rg	tnfrsf1a
tymp	P	neoplasms
tgfb2	Rg	efemp2
isradipine	T	kidney diseases
abcc1	I	schizophrenia
fmr1	E	xist
tp53	B	huwe1
celecoxib	T	basal cell nevus syndrome
spp1	E	krt8
methotrexate	Pr	demyelinating autoimmune diseases cns
bin1	E	myc
tpo	P	carcinoma
npy	P	eosinophilia
mdm2	B	ube2d2
naga	Te	diabetes mellitus
tpt1	P	leukopenia
dpyd	U	leukemia lymphoid
galnt3	E	runx2
polymyxin b sulfate	CC	colistimethate
candesartan	Sa	brain ischemia
ndufs1	GG	sdhd
vitamin c	I	dbh
respiratory tract neoplasms	ML	hsd17b1
pax6	P	genital neoplasms male
carcinoma	ML	nfkb1
tnf	Ra	prkaa2
norepinephrine	T	neoplasms neuroepithelial
tnfsf11	B	chuk
cdk2	GG	prkaa2
ets1	Q	erbb2
fluvoxamine	CC	dihydrocodeine
nelarabine	T	lymphoma
neoplasm metastasis	ML	prkaa2
gck	GG	rpl3
liver diseases	ML	trh
tetracycline	Sa	respiratory insufficiency
selp	Q	cd59
parp1	Te	neoplasms
map2k4	I	ethanol
s100a12	P	renal insufficiency
candoxatril	T	heart failure
moclobemide	T	fibromyalgia
didanosine	B	il2
hsd11b2	GG	hsd17b6
vegfa	Ra	csf1
igf1	P	dyskinesias
tp53	Ra	fanca
potassium chloride	Sa	analgesia
slc11a1	I	gram positive bacterial infections
captopril	Iw	ahr
cdh11	P	pain
chlordiazepoxide	Sa	memory disorders
l proline	E	egf
mpi	GG	slc7a4
levetiracetam	T	thrombocytopenia
ramipril	T	diabetes mellitus
gastrointestinal neoplasms	ML	ppard
cilostazol	T	fractures bone
sult1a2	GG	sult1a1
cacna1f	Rg	nyx
ipratropium bromide	CC	perphenazine
growth disorders	Iw	diabetes mellitus
alendronate	Sa	drug toxicity
grin1	GG	grin2d
captopril	Pr	seizures
baclofen	Sa	overdose
lymphoma non hodgkin	ML	mme
mgll	Rg	pla2g4a
bmp2	Ra	bmpr2
entecavir	N	slc15a2
nop2	GG	rbm28
msr1	P	arteriosclerosis
pancreatic neoplasms	ML	jak1
angptl4	U	arteriosclerosis
mmp14	E	mmp13
app	GG	slc7a1
zonisamide	CC	salicylate sodium
parp1	P	genital neoplasms female
arpc3	GG	actb
glucosamine	N	tgm2
melatonin	T	depression
flot1	GG	kcnn3
kdr	Rg	vegfb
betaxolol	Sa	neurobehavioral manifestations
cacna2d3	GG	rad51c
gastrointestinal neoplasms	ML	fgf20
tgfb2	E	comp
l alanine	I	aars
birc2	GG	cflar
bub1b	P	neoplasm metastasis
nos2	Ra	aldh2
chlorthalidone	T	hypercalciuria
uterine diseases	ML	tek
ibuprofen	Pr	intestinal neoplasms
mmp1	Q	il1b
l valine	T	brain diseases metabolic
kcnq1	U	heart defects congenital
lck	GG	lyn
neoplasms	ML	melk
sox9	B	crebbp
adrb3	I	olanzapine
infections	ML	il5
sema4d	P	nephritis
cel	GG	soat2
ugt1a1	P	anemia sickle cell
genital neoplasms male	ML	ssx2
per2	Rg	ctnnb1
fth1	P	renal insufficiency
leflunomide	CC	cortisone acetate
infarction	ML	abcc8
clofarabine	T	drug toxicity
npy	P	pain
megestrol acetate	T	dwarfism
ces2	Ra	cyp2c9
sp1	P	adenoma
tnf	Q	ccr1
nortriptyline	T	pain
setx	Ra	sqstm1
c1qbp	E	ddx58
cd2	Q	bcl2
candesartan	J	neoplasms
artemether	Sa	cystic fibrosis
myc	E	ahr
liver neoplasms	ML	stat3
pon1	Ra	pde4d
bisoprolol	CC	nifedipine
angptl4	GG	actb
hla dqb1	B	mtrr
limk1	E	cfl1
hsd11b1	GG	sult1a2
grb2	GG	map3k6
ketorolac	CC	warfarin
p2rx7	I	pain postoperative
cd36	GG	scarb2
efnb1	GG	ptk2b
lep	Rg	irf1
avp	Iw	kng1
il1b	Q	pld1
adenoma islet cell	ML	btc
lepr	U	fatty liver
bcl2l1	Rg	hspd1
vancomycin	T	confusion
camp	Ra	mpo
trpc5	P	arthritis
pimozide	CC	cyproterone acetate
mme	Rg	rag1
tacrolimus	E	epo
tnfrsf1a	E	nfkb1
nr1h4	P	central nervous system diseases
cyp27b1	E	cd4
hydrocortisone	CC	phenobarbital
bdnf	P	heart defects congenital
gli1	B	twist1
ifosfamide	I	cyp2c8
isosorbide mononitrate	CC	deferasirox
lsm6	GG	snrnp200
selp	E	csf3
fmo1	I	olanzapine
dicoumarol	CC	diclofenac
myh7	I	hearing loss
akr1b10	Iw	hccs
btrc	Rg	btrc
isyna1	GG	pik3c2b
lep	Ra	mmp9
leukemia lymphoid	ML	ercc2
fenofibrate	Pr	neoplasms neuroepithelial
cdkn2a	Q	pak2
hgf	U	keratoconus
cftr	GG	p4ha1
il1rn	P	panuveitis
hdac4	B	il24
nr5a1	Rg	nr3c1
ndufb7	GG	rars2
pdx1	E	hspa9
ang	Rg	akt1
egfr	Rg	f2r
sulfisoxazole	CC	metformin
diaph1	U	craniofacial abnormalities
jak2	E	aurka
lep	Rg	col1a1
paraproteinemias	ML	tnfrsf9
epinephrine	CC	formoterol
mexiletine	Sa	paralysis
cd4	P	pneumonia
gna12	GG	gnao1
cardiomegaly	ML	bcl2
tnf	Rg	trpm2
nr1h3	P	non alcoholic fatty liver disease
cox5b	GG	uqcrq
quinapril	T	fibrosis
dysf	GG	dgkd
erlotinib	Sa	hyponatremia
klf4	P	leukemia lymphoid
prom1	Te	fibrosis
propafenone	T	liver diseases
ibandronate	E	lep
pdgfa	Ra	cdkn2a
thbs1	Ra	cxcr4
lomustine	C	paraproteinemias
lucanthone	T	neoplasms
musk	E	agrn
pax5	Rg	tfap2a
gefitinib	Sa	kidney diseases
dhfr	GG	smad3
ces1	GG	arnt2
kras	E	lamb3
htra1	GG	antxr1
c1galt1c1	U	neoplasms
entecavir	T	lymphoma
ptp4a3	P	respiratory tract neoplasms
gray platelet syndrome	ML	gfi1b
nitroglycerin	T	shock
pimecrolimus	CC	fingolimod
mapkapk2	B	camk2b
fluoxetine	A	htr1a
mapk8	Ra	mitf
yars2	GG	vars
faslg	P	hepatitis
wars	GG	yars
scarb1	Q	ldlr
pkd1	Rg	slc2a4
fcer1g	GG	clec7a
thbs1	B	angpt1
cyanocobalamin	T	hepatitis c
bcl2l1	Ra	slco1b3
nefazodone	J	body weight changes
kit	U	neoplasms
cyp3a4	Q	cyp1a2
nos1	Rg	npy
cd151	Ra	ctsb
plk1	GG	cdc25a
pancreatic neoplasms	ML	kl
goserelin	CC	cisapride
genital neoplasms female	ML	asxl1
cabergoline	CC	nebivolol
fgf2	GG	casp1
lpar3	Q	lpar3
pnkp	Ra	scn1a
neoplasms neuroepithelial	ML	plcb1
kidney neoplasms	ML	ilk
lidocaine	CC	labetalol
psoriasis	ML	tek
liver neoplasms	ML	rrm2
des	Q	krt8
glyburide	I	cpt1a
stk38	E	cdc25a
everolimus	T	vasculopathy
pentamidine	Sa	urination disorders
cilostazol	T	hearing loss
flt4	GG	vegfc
arrb1	GG	prkacg
syne1	I	muscular dystrophies
kdr	GG	pik3cg
prss12	P	muscular atrophy
abcb1	O	loperamide
ctbp1	Ra	hprt1
nitric oxide	J	atrial fibrillation
tnf	Rg	dio1
agt	GG	dnpep
warfarin	E	stx4
gstp1	Ra	zmynd10
adcy1	Rg	il11
gapdh	GG	ggps1
halothane	C	neoplasms neuroepithelial
neoplasms	ML	stim1
mif	P	anxiety related personality traits
cd74	E	pten
ada	Te	respiratory tract neoplasms
nicotine	Pr	hyperkalemia
guanethidine	Pr	inflammation
hla e	GG	b2m
mybpc1	GG	acta1
mmp8	Ra	plau
il22	B	ptgs2
